cmp1_mn_or_mw,cmp2_mn_or_mw,cmp3_mn_or_mw,cmp4_mn_or_mw,value,property,unit,"Temperature, K",cmp_ids,cmp_mole_fractions,cmp_mws
5000000.0,,,,-3.943095149,log Conductivity,S/cm,330.84999999999997,"[336.0, 211.0]","[0.888888889, 0.111111111]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.031517051,log Conductivity,S/cm,328.25,"[336.0, 211.0]","[0.888888889, 0.111111111]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.094743951,log Conductivity,S/cm,325.65,"[336.0, 211.0]","[0.888888889, 0.111111111]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.192464972,log Conductivity,S/cm,323.25,"[336.0, 211.0]","[0.888888889, 0.111111111]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.27572413,log Conductivity,S/cm,320.75,"[336.0, 211.0]","[0.888888889, 0.111111111]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.447331784,log Conductivity,S/cm,318.15,"[336.0, 211.0]","[0.888888889, 0.111111111]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.785156152,log Conductivity,S/cm,315.75,"[336.0, 211.0]","[0.888888889, 0.111111111]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.282329497,log Conductivity,S/cm,313.25,"[336.0, 211.0]","[0.888888889, 0.111111111]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.906578315,log Conductivity,S/cm,308.34999999999997,"[336.0, 211.0]","[0.888888889, 0.111111111]","[44.02238095, 192.0235102]"
5000000.0,,,,-6.381951903,log Conductivity,S/cm,303.25,"[336.0, 211.0]","[0.888888889, 0.111111111]","[44.02238095, 192.0235102]"
5000000.0,,,,-6.806875402,log Conductivity,S/cm,298.34999999999997,"[336.0, 211.0]","[0.888888889, 0.111111111]","[44.02238095, 192.0235102]"
5000000.0,,,,-7.149966742,log Conductivity,S/cm,293.25,"[336.0, 211.0]","[0.888888889, 0.111111111]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.092051478,log Conductivity,S/cm,393.2054,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.185086819,log Conductivity,S/cm,388.22889999999995,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.262807357,log Conductivity,S/cm,383.2005,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.345823458,log Conductivity,S/cm,378.22909999999996,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.438898616,log Conductivity,S/cm,373.31539999999995,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.488116639,log Conductivity,S/cm,368.21563,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.595166283,log Conductivity,S/cm,363.25,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.669586227,log Conductivity,S/cm,358.15,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.747146969,log Conductivity,S/cm,355.75,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.850780887,log Conductivity,S/cm,353.15,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.946921557,log Conductivity,S/cm,350.75,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.001740662,log Conductivity,S/cm,348.15,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.040958608,log Conductivity,S/cm,345.75,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.089909454,log Conductivity,S/cm,343.15,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.138465589,log Conductivity,S/cm,340.75,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.197226275,log Conductivity,S/cm,338.25,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.261219442,log Conductivity,S/cm,335.75,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.392544977,log Conductivity,S/cm,333.15,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.583359493,log Conductivity,S/cm,330.65,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.661543506,log Conductivity,S/cm,328.15,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.749579998,log Conductivity,S/cm,325.65,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.853871964,log Conductivity,S/cm,323.34999999999997,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.970616222,log Conductivity,S/cm,320.65,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.072629637,log Conductivity,S/cm,318.15,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.224025669,log Conductivity,S/cm,315.75,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.542118103,log Conductivity,S/cm,313.25,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-6.040005162,log Conductivity,S/cm,308.25,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-6.431798276,log Conductivity,S/cm,303.25,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-6.782516056,log Conductivity,S/cm,298.34999999999997,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-7.05207638,log Conductivity,S/cm,293.25,"[336.0, 211.0]","[0.856898029, 0.143101971]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.815308569,log Conductivity,S/cm,393.37559999999996,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.872895202,log Conductivity,S/cm,388.22889999999995,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.928117993,log Conductivity,S/cm,383.1271,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.015472687,log Conductivity,S/cm,378.22909999999996,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.074172425,log Conductivity,S/cm,373.14824999999996,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.09420412,log Conductivity,S/cm,368.28342999999995,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.123205024,log Conductivity,S/cm,363.34999999999997,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.2069084,log Conductivity,S/cm,358.15,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.245651664,log Conductivity,S/cm,355.65,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.294992041,log Conductivity,S/cm,353.25,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.353596274,log Conductivity,S/cm,350.54999999999995,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.406713933,log Conductivity,S/cm,348.25,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.441291429,log Conductivity,S/cm,345.65,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.504455662,log Conductivity,S/cm,343.34999999999997,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.583359493,log Conductivity,S/cm,340.75,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.621602099,log Conductivity,S/cm,338.25,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.705533774,log Conductivity,S/cm,335.75,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.774690718,log Conductivity,S/cm,333.25,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.872895202,log Conductivity,S/cm,330.75,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.931814138,log Conductivity,S/cm,328.25,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.013676223,log Conductivity,S/cm,325.75,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.101823517,log Conductivity,S/cm,323.15,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.179798541,log Conductivity,S/cm,320.75,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.282329497,log Conductivity,S/cm,318.25,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.390405591,log Conductivity,S/cm,315.75,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.57024772,log Conductivity,S/cm,313.25,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-6.006123085,log Conductivity,S/cm,308.25,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-6.342944147,log Conductivity,S/cm,303.25,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-6.714442691,log Conductivity,S/cm,298.34999999999997,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-6.982966661,log Conductivity,S/cm,293.34999999999997,"[336.0, 211.0]","[0.833333333, 0.166666667]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.88941029,log Conductivity,S/cm,393.2827,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.966576245,log Conductivity,S/cm,388.22889999999995,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.015472687,log Conductivity,S/cm,383.2005,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.098541679,log Conductivity,S/cm,378.3007,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.181774106,log Conductivity,S/cm,373.31539999999995,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.254925208,log Conductivity,S/cm,368.1343,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.338187314,log Conductivity,S/cm,363.25,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.412289035,log Conductivity,S/cm,358.04999999999995,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.480172006,log Conductivity,S/cm,355.75,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.504455662,log Conductivity,S/cm,353.15,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.563837353,log Conductivity,S/cm,350.75,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.627087997,log Conductivity,S/cm,348.25,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.68613278,log Conductivity,S/cm,345.65,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.735182177,log Conductivity,S/cm,343.25,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.841637508,log Conductivity,S/cm,340.75,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.886056648,log Conductivity,S/cm,338.34999999999997,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-4.970616222,log Conductivity,S/cm,335.75,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.037630664,log Conductivity,S/cm,333.15,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.140261434,log Conductivity,S/cm,330.75,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.228412519,log Conductivity,S/cm,328.25,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.336299075,log Conductivity,S/cm,325.75,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.419075024,log Conductivity,S/cm,323.34999999999997,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.54668166,log Conductivity,S/cm,320.75,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.653647026,log Conductivity,S/cm,318.25,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.761953897,log Conductivity,S/cm,315.65,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-5.913640169,log Conductivity,S/cm,313.25,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-6.303643611,log Conductivity,S/cm,308.25,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-6.596879479,log Conductivity,S/cm,303.25,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-6.950781977,log Conductivity,S/cm,298.25,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-7.238072162,log Conductivity,S/cm,293.25,"[336.0, 211.0]","[0.8, 0.2]","[44.02238095, 192.0235102]"
5000000.0,,,,-3.116906641,log Conductivity,S/cm,373.15,"[336.0, 334.0]","[0.96969697, 0.03030303]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.17327748,log Conductivity,S/cm,363.15,"[336.0, 334.0]","[0.96969697, 0.03030303]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.27083521,log Conductivity,S/cm,353.15,"[336.0, 334.0]","[0.96969697, 0.03030303]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.420216403,log Conductivity,S/cm,343.15,"[336.0, 334.0]","[0.96969697, 0.03030303]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.585026652,log Conductivity,S/cm,333.15,"[336.0, 334.0]","[0.96969697, 0.03030303]","[44.02238095, 97.02522655]"
5000000.0,,,,-4.638272164,log Conductivity,S/cm,323.15,"[336.0, 334.0]","[0.96969697, 0.03030303]","[44.02238095, 97.02522655]"
5000000.0,,,,-5.254925208,log Conductivity,S/cm,313.15,"[336.0, 334.0]","[0.96969697, 0.03030303]","[44.02238095, 97.02522655]"
5000000.0,,,,-6.119758224,log Conductivity,S/cm,298.15,"[336.0, 334.0]","[0.96969697, 0.03030303]","[44.02238095, 97.02522655]"
5000000.0,,,,-2.971835581,log Conductivity,S/cm,373.15,"[336.0, 334.0]","[0.952380952, 0.047619048]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.012333735,log Conductivity,S/cm,363.15,"[336.0, 334.0]","[0.952380952, 0.047619048]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.249491605,log Conductivity,S/cm,343.15,"[336.0, 334.0]","[0.952380952, 0.047619048]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.2915791,log Conductivity,S/cm,353.15,"[336.0, 334.0]","[0.952380952, 0.047619048]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.507239611,log Conductivity,S/cm,333.15,"[336.0, 334.0]","[0.952380952, 0.047619048]","[44.02238095, 97.02522655]"
5000000.0,,,,-4.181774106,log Conductivity,S/cm,323.15,"[336.0, 334.0]","[0.952380952, 0.047619048]","[44.02238095, 97.02522655]"
5000000.0,,,,-4.809668302,log Conductivity,S/cm,313.15,"[336.0, 334.0]","[0.952380952, 0.047619048]","[44.02238095, 97.02522655]"
5000000.0,,,,-5.777283529,log Conductivity,S/cm,298.15,"[336.0, 334.0]","[0.952380952, 0.047619048]","[44.02238095, 97.02522655]"
5000000.0,,,,-2.826231177,log Conductivity,S/cm,373.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-2.919012953,log Conductivity,S/cm,363.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-3.053056729,log Conductivity,S/cm,353.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-3.171340103,log Conductivity,S/cm,343.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-3.35753548,log Conductivity,S/cm,333.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-3.756961951,log Conductivity,S/cm,323.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-4.22184875,log Conductivity,S/cm,313.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-4.935542011,log Conductivity,S/cm,298.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-3.002613616,log Conductivity,S/cm,373.15,"[336.0, 334.0]","[0.941176471, 0.058823529]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.064492734,log Conductivity,S/cm,363.15,"[336.0, 334.0]","[0.941176471, 0.058823529]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.156767222,log Conductivity,S/cm,353.15,"[336.0, 334.0]","[0.941176471, 0.058823529]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.295849483,log Conductivity,S/cm,343.15,"[336.0, 334.0]","[0.941176471, 0.058823529]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.377785977,log Conductivity,S/cm,333.15,"[336.0, 334.0]","[0.941176471, 0.058823529]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.970616222,log Conductivity,S/cm,323.15,"[336.0, 334.0]","[0.941176471, 0.058823529]","[44.02238095, 97.02522655]"
5000000.0,,,,-4.752026734,log Conductivity,S/cm,313.15,"[336.0, 334.0]","[0.941176471, 0.058823529]","[44.02238095, 97.02522655]"
5000000.0,,,,-5.809668302,log Conductivity,S/cm,298.15,"[336.0, 334.0]","[0.941176471, 0.058823529]","[44.02238095, 97.02522655]"
5000000.0,,,,-2.935542011,log Conductivity,S/cm,373.15,"[336.0, 334.0]","[0.923077207, 0.076922793]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.074687909,log Conductivity,S/cm,363.15,"[336.0, 334.0]","[0.923077207, 0.076922793]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.183096161,log Conductivity,S/cm,353.15,"[336.0, 334.0]","[0.923077207, 0.076922793]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.342944147,log Conductivity,S/cm,343.15,"[336.0, 334.0]","[0.923077207, 0.076922793]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.476253533,log Conductivity,S/cm,333.15,"[336.0, 334.0]","[0.923077207, 0.076922793]","[44.02238095, 97.02522655]"
5000000.0,,,,-3.906578315,log Conductivity,S/cm,323.15,"[336.0, 334.0]","[0.923077207, 0.076922793]","[44.02238095, 97.02522655]"
5000000.0,,,,-4.886056648,log Conductivity,S/cm,313.15,"[336.0, 334.0]","[0.923077207, 0.076922793]","[44.02238095, 97.02522655]"
5000000.0,,,,-5.850780887,log Conductivity,S/cm,298.15,"[336.0, 334.0]","[0.923077207, 0.076922793]","[44.02238095, 97.02522655]"
4000000.0,,,,-5.1123827,log Conductivity,S/cm,332.90056,"[336.0, 211.0]","[0.952380952, 0.047619048]","[44.02238095, 192.0235102]"
4000000.0,,,,-5.208309351,log Conductivity,S/cm,327.98713999999995,"[336.0, 211.0]","[0.952380952, 0.047619048]","[44.02238095, 192.0235102]"
4000000.0,,,,-5.300162274,log Conductivity,S/cm,323.03914999999995,"[336.0, 211.0]","[0.952380952, 0.047619048]","[44.02238095, 192.0235102]"
4000000.0,,,,-5.403402904,log Conductivity,S/cm,318.0257,"[336.0, 211.0]","[0.952380952, 0.047619048]","[44.02238095, 192.0235102]"
4000000.0,,,,-5.522878745,log Conductivity,S/cm,313.06743,"[336.0, 211.0]","[0.952380952, 0.047619048]","[44.02238095, 192.0235102]"
4000000.0,,,,-5.795880017,log Conductivity,S/cm,303.09459999999996,"[336.0, 211.0]","[0.952380952, 0.047619048]","[44.02238095, 192.0235102]"
4000000.0,,,,-6.018181393,log Conductivity,S/cm,296.09450999999996,"[336.0, 211.0]","[0.952380952, 0.047619048]","[44.02238095, 192.0235102]"
5000000.0,,,,-2.579799926,log Conductivity,S/cm,373.15,"[336.0, 238.0]","[0.952380952, 0.047619048]","[44.02238095, 186.9396855]"
5000000.0,,,,-2.729801132,log Conductivity,S/cm,363.15,"[336.0, 238.0]","[0.952380952, 0.047619048]","[44.02238095, 186.9396855]"
5000000.0,,,,-2.922599388,log Conductivity,S/cm,353.15,"[336.0, 238.0]","[0.952380952, 0.047619048]","[44.02238095, 186.9396855]"
5000000.0,,,,-3.136700937,log Conductivity,S/cm,343.15,"[336.0, 238.0]","[0.952380952, 0.047619048]","[44.02238095, 186.9396855]"
5000000.0,,,,-3.47920216,log Conductivity,S/cm,333.15,"[336.0, 238.0]","[0.952380952, 0.047619048]","[44.02238095, 186.9396855]"
5000000.0,,,,-4.751609815,log Conductivity,S/cm,323.15,"[336.0, 238.0]","[0.952380952, 0.047619048]","[44.02238095, 186.9396855]"
5000000.0,,,,-5.521693293,log Conductivity,S/cm,313.15,"[336.0, 238.0]","[0.952380952, 0.047619048]","[44.02238095, 186.9396855]"
5000000.0,,,,-6.227700302,log Conductivity,S/cm,303.15,"[336.0, 238.0]","[0.952380952, 0.047619048]","[44.02238095, 186.9396855]"
5000000.0,,,,-2.71820104,log Conductivity,S/cm,373.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-2.84699963,log Conductivity,S/cm,363.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-2.997298423,log Conductivity,S/cm,353.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-3.136802092,log Conductivity,S/cm,343.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-3.329995489,log Conductivity,S/cm,333.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-3.964290162,log Conductivity,S/cm,323.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-4.469595373,log Conductivity,S/cm,313.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
5000000.0,,,,-5.028501493,log Conductivity,S/cm,303.15,"[336.0, 242.0]","[0.952380952, 0.047619048]","[44.02238095, 286.9332984]"
500.0,,,,-4.140261434,log Conductivity,S/cm,343.13557,"[336.0, 208.0]","[0.998684732, 0.001315268]","[44.02238095, 242.0203166]"
500.0,,,,-4.232844134,log Conductivity,S/cm,333.23335999999995,"[336.0, 208.0]","[0.998684732, 0.001315268]","[44.02238095, 242.0203166]"
500.0,,,,-4.341988603,log Conductivity,S/cm,323.00784999999996,"[336.0, 208.0]","[0.998684732, 0.001315268]","[44.02238095, 242.0203166]"
500.0,,,,-4.453457337,log Conductivity,S/cm,313.18508999999995,"[336.0, 208.0]","[0.998684732, 0.001315268]","[44.02238095, 242.0203166]"
500.0,,,,-4.590066877,log Conductivity,S/cm,303.16810999999996,"[336.0, 208.0]","[0.998684732, 0.001315268]","[44.02238095, 242.0203166]"
500.0,,,,-4.698970004,log Conductivity,S/cm,295.04616999999996,"[336.0, 208.0]","[0.998684732, 0.001315268]","[44.02238095, 242.0203166]"
500.0,,,,-4.137272472,log Conductivity,S/cm,343.05316999999997,"[336.0, 211.0]","[0.998684732, 0.001315268]","[44.02238095, 192.0235102]"
500.0,,,,-4.289882635,log Conductivity,S/cm,333.31111,"[336.0, 211.0]","[0.998684732, 0.001315268]","[44.02238095, 192.0235102]"
500.0,,,,-4.396855627,log Conductivity,S/cm,322.93483,"[336.0, 211.0]","[0.998684732, 0.001315268]","[44.02238095, 192.0235102]"
500.0,,,,-4.442492798,log Conductivity,S/cm,313.18508999999995,"[336.0, 211.0]","[0.998684732, 0.001315268]","[44.02238095, 192.0235102]"
500.0,,,,-4.595166283,log Conductivity,S/cm,303.03949,"[336.0, 211.0]","[0.998684732, 0.001315268]","[44.02238095, 192.0235102]"
500.0,,,,-4.709965389,log Conductivity,S/cm,295.04616999999996,"[336.0, 211.0]","[0.998684732, 0.001315268]","[44.02238095, 192.0235102]"
500.0,,,,-3.785156152,log Conductivity,S/cm,342.95905,"[336.0, 208.0]","[0.99589988, 0.00410012]","[44.02238095, 242.0203166]"
500.0,,,,-3.920818754,log Conductivity,S/cm,333.06687999999997,"[336.0, 208.0]","[0.99589988, 0.00410012]","[44.02238095, 242.0203166]"
500.0,,,,-4.014573526,log Conductivity,S/cm,322.99742,"[336.0, 208.0]","[0.99589988, 0.00410012]","[44.02238095, 242.0203166]"
500.0,,,,-4.134896025,log Conductivity,S/cm,313.03803,"[336.0, 208.0]","[0.99589988, 0.00410012]","[44.02238095, 242.0203166]"
500.0,,,,-4.274088368,log Conductivity,S/cm,303.16810999999996,"[336.0, 208.0]","[0.99589988, 0.00410012]","[44.02238095, 242.0203166]"
500.0,,,,-4.360513511,log Conductivity,S/cm,295.04616999999996,"[336.0, 208.0]","[0.99589988, 0.00410012]","[44.02238095, 242.0203166]"
500.0,,,,-3.730487056,log Conductivity,S/cm,343.12379999999996,"[336.0, 211.0]","[0.99589988, 0.00410012]","[44.02238095, 192.0235102]"
500.0,,,,-3.844663963,log Conductivity,S/cm,333.14455,"[336.0, 211.0]","[0.99589988, 0.00410012]","[44.02238095, 192.0235102]"
