value,T,Train_Test_Label,property,unit,cmp_ids,cmp_mole_fractions
-0.1468,313.15,train,Log viscosity,cP,"[907.0, 189.0]","[0.1, 0.9]"
-0.1272,313.15,train,Log viscosity,cP,"[907.0, 189.0]","[0.2, 0.8]"
-0.0966,313.15,train,Log viscosity,cP,"[907.0, 189.0]","[0.3, 0.7]"
-0.064,313.15,train,Log viscosity,cP,"[907.0, 189.0]","[0.4, 0.6]"
-0.0268,313.15,train,Log viscosity,cP,"[907.0, 189.0]","[0.5, 0.5]"
0.0133,313.15,train,Log viscosity,cP,"[907.0, 189.0]","[0.6, 0.4]"
0.0565,313.15,train,Log viscosity,cP,"[907.0, 189.0]","[0.7, 0.3]"
0.0983,313.15,train,Log viscosity,cP,"[907.0, 189.0]","[0.8, 0.2]"
0.1347,313.15,train,Log viscosity,cP,"[907.0, 189.0]","[0.9, 0.1]"
0.1652,313.15,train,Log viscosity,cP,[907.0],"[1.0, 0.0]"
-0.3035,308.15,test,Log viscosity,cP,"[907.0, 207.0]","[0.1, 0.9]"
-0.2294,308.15,test,Log viscosity,cP,"[907.0, 207.0]","[0.2, 0.8]"
-0.16,308.15,test,Log viscosity,cP,"[907.0, 207.0]","[0.3, 0.7]"
-0.0963,308.15,test,Log viscosity,cP,"[907.0, 207.0]","[0.4, 0.6]"
-0.0354,308.15,test,Log viscosity,cP,"[907.0, 207.0]","[0.5, 0.5]"
0.0179,308.15,test,Log viscosity,cP,"[907.0, 207.0]","[0.6, 0.4]"
0.0667,308.15,test,Log viscosity,cP,"[907.0, 207.0]","[0.7, 0.3]"
0.1135,308.15,test,Log viscosity,cP,"[907.0, 207.0]","[0.8, 0.2]"
0.1591,308.15,test,Log viscosity,cP,"[907.0, 207.0]","[0.9, 0.1]"
0.007,310.65,train,Log viscosity,cP,"[907.0, 212.0]","[0.1, 0.9]"
0.0265,310.65,train,Log viscosity,cP,"[907.0, 212.0]","[0.2, 0.8]"
0.047,310.65,train,Log viscosity,cP,"[907.0, 212.0]","[0.3, 0.7]"
0.0665,310.65,train,Log viscosity,cP,"[907.0, 212.0]","[0.4, 0.6]"
0.0881,310.65,train,Log viscosity,cP,"[907.0, 212.0]","[0.5, 0.5]"
0.108,310.65,train,Log viscosity,cP,"[907.0, 212.0]","[0.6, 0.4]"
0.1281,310.65,train,Log viscosity,cP,"[907.0, 212.0]","[0.7, 0.3]"
0.146,310.65,train,Log viscosity,cP,"[907.0, 212.0]","[0.8, 0.2]"
0.1643,310.65,train,Log viscosity,cP,"[907.0, 212.0]","[0.9, 0.1]"
0.1834,310.65,train,Log viscosity,cP,[907.0],"[1.0, 0.0]"
-0.3709,308.15,train,Log viscosity,cP,"[907.0, 1151.0]","[0.1, 0.9]"
-0.3107,308.15,train,Log viscosity,cP,"[907.0, 1151.0]","[0.2, 0.8]"
-0.25,308.15,train,Log viscosity,cP,"[907.0, 1151.0]","[0.3, 0.7]"
-0.1871,308.15,train,Log viscosity,cP,"[907.0, 1151.0]","[0.4, 0.6]"
-0.1236,308.15,train,Log viscosity,cP,"[907.0, 1151.0]","[0.5, 0.5]"
-0.0576,308.15,train,Log viscosity,cP,"[907.0, 1151.0]","[0.6, 0.4]"
0.0082,308.15,train,Log viscosity,cP,"[907.0, 1151.0]","[0.7, 0.3]"
0.0741,308.15,train,Log viscosity,cP,"[907.0, 1151.0]","[0.8, 0.2]"
0.1394,308.15,train,Log viscosity,cP,"[907.0, 1151.0]","[0.9, 0.1]"
-0.401,308.15,train,Log viscosity,cP,"[907.0, 324.0]","[0.13, 0.87]"
-0.379,308.15,train,Log viscosity,cP,"[907.0, 324.0]","[0.23, 0.77]"
-0.3428,308.15,train,Log viscosity,cP,"[907.0, 324.0]","[0.33, 0.67]"
-0.3003,308.15,train,Log viscosity,cP,"[907.0, 324.0]","[0.43, 0.57]"
-0.2542,308.15,train,Log viscosity,cP,"[907.0, 324.0]","[0.53, 0.47]"
-0.1904,308.15,train,Log viscosity,cP,"[907.0, 324.0]","[0.63, 0.37]"
-0.1063,308.15,train,Log viscosity,cP,"[907.0, 324.0]","[0.73, 0.27]"
0.0122,308.15,train,Log viscosity,cP,"[907.0, 324.0]","[0.83, 0.17]"
0.1245,308.15,train,Log viscosity,cP,"[907.0, 324.0]","[0.93, 0.07]"
0.1041,315.65,train,Log viscosity,cP,"[907.0, 507.0]","[0.1, 0.9]"
0.1093,315.65,train,Log viscosity,cP,"[907.0, 507.0]","[0.2, 0.8]"
0.1145,315.65,train,Log viscosity,cP,"[907.0, 507.0]","[0.3, 0.7]"
0.1194,315.65,train,Log viscosity,cP,"[907.0, 507.0]","[0.4, 0.6]"
0.1242,315.65,train,Log viscosity,cP,"[907.0, 507.0]","[0.5, 0.5]"
0.1289,315.65,train,Log viscosity,cP,"[907.0, 507.0]","[0.6, 0.4]"
0.1335,315.65,train,Log viscosity,cP,"[907.0, 507.0]","[0.7, 0.3]"
0.1381,315.65,train,Log viscosity,cP,"[907.0, 507.0]","[0.8, 0.2]"
0.1426,315.65,train,Log viscosity,cP,"[907.0, 507.0]","[0.9, 0.1]"
0.1469,315.65,train,Log viscosity,cP,[907.0],"[1.0, 0.0]"
-0.4997,308.15,train,Log viscosity,cP,"[907.0, 723.0]","[0.1, 0.9]"
-0.4286,308.15,train,Log viscosity,cP,"[907.0, 723.0]","[0.2, 0.8]"
-0.3553,308.15,train,Log viscosity,cP,"[907.0, 723.0]","[0.3, 0.7]"
-0.2807,308.15,train,Log viscosity,cP,"[907.0, 723.0]","[0.4, 0.6]"
-0.2041,308.15,train,Log viscosity,cP,"[907.0, 723.0]","[0.5, 0.5]"
-0.1248,308.15,train,Log viscosity,cP,"[907.0, 723.0]","[0.6, 0.4]"
-0.0422,308.15,train,Log viscosity,cP,"[907.0, 723.0]","[0.7, 0.3]"
0.0397,308.15,train,Log viscosity,cP,"[907.0, 723.0]","[0.8, 0.2]"
0.1225,308.15,train,Log viscosity,cP,"[907.0, 723.0]","[0.9, 0.1]"
-0.4089,308.15,train,Log viscosity,cP,"[907.0, 733.0]","[0.1, 0.9]"
-0.3557,308.15,train,Log viscosity,cP,"[907.0, 733.0]","[0.2, 0.8]"
-0.2993,308.15,train,Log viscosity,cP,"[907.0, 733.0]","[0.3, 0.7]"
-0.2398,308.15,train,Log viscosity,cP,"[907.0, 733.0]","[0.4, 0.6]"
-0.1752,308.15,train,Log viscosity,cP,"[907.0, 733.0]","[0.5, 0.5]"
-0.108,308.15,train,Log viscosity,cP,"[907.0, 733.0]","[0.6, 0.4]"
-0.0356,308.15,train,Log viscosity,cP,"[907.0, 733.0]","[0.7, 0.3]"
0.0392,308.15,train,Log viscosity,cP,"[907.0, 733.0]","[0.8, 0.2]"
0.1247,308.15,train,Log viscosity,cP,"[907.0, 733.0]","[0.9, 0.1]"
-0.309,308.15,train,Log viscosity,cP,"[907.0, 743.0]","[0.1, 0.9]"
-0.2701,308.15,train,Log viscosity,cP,"[907.0, 743.0]","[0.2, 0.8]"
-0.2257,308.15,train,Log viscosity,cP,"[907.0, 743.0]","[0.3, 0.7]"
-0.1759,308.15,train,Log viscosity,cP,"[907.0, 743.0]","[0.4, 0.6]"
-0.1233,308.15,train,Log viscosity,cP,"[907.0, 743.0]","[0.5, 0.5]"
-0.0666,308.15,train,Log viscosity,cP,"[907.0, 743.0]","[0.6, 0.4]"
-0.0044,308.15,train,Log viscosity,cP,"[907.0, 743.0]","[0.7, 0.3]"
0.0631,308.15,train,Log viscosity,cP,"[907.0, 743.0]","[0.8, 0.2]"
0.133,308.15,train,Log viscosity,cP,"[907.0, 743.0]","[0.9, 0.1]"
0.3701,313.0,train,Log viscosity,cP,[815.0],"[0.0, 1.0]"
0.3491,313.0,test,Log viscosity,cP,"[907.0, 815.0]","[0.1, 0.9]"
0.329,313.0,test,Log viscosity,cP,"[907.0, 815.0]","[0.2, 0.8]"
0.3092,313.0,test,Log viscosity,cP,"[907.0, 815.0]","[0.3, 0.7]"
0.2897,313.0,test,Log viscosity,cP,"[907.0, 815.0]","[0.4, 0.6]"
0.2687,313.0,test,Log viscosity,cP,"[907.0, 815.0]","[0.5, 0.5]"
0.247,313.0,test,Log viscosity,cP,"[907.0, 815.0]","[0.6, 0.4]"
0.2251,313.0,test,Log viscosity,cP,"[907.0, 815.0]","[0.7, 0.3]"
0.2041,313.0,test,Log viscosity,cP,"[907.0, 815.0]","[0.8, 0.2]"
0.1846,313.0,test,Log viscosity,cP,"[907.0, 815.0]","[0.9, 0.1]"
0.1661,313.0,train,Log viscosity,cP,[907.0],"[1.0, 0.0]"
0.218,313.0,train,Log viscosity,cP,[830.0],"[0.0, 1.0]"
0.2108,313.0,train,Log viscosity,cP,"[907.0, 830.0]","[0.1, 0.9]"
0.2046,313.0,train,Log viscosity,cP,"[907.0, 830.0]","[0.2, 0.8]"
0.1994,313.0,train,Log viscosity,cP,"[907.0, 830.0]","[0.3, 0.7]"
0.1934,313.0,train,Log viscosity,cP,"[907.0, 830.0]","[0.4, 0.6]"
0.1881,313.0,train,Log viscosity,cP,"[907.0, 830.0]","[0.5, 0.5]"
0.1827,313.0,train,Log viscosity,cP,"[907.0, 830.0]","[0.6, 0.4]"
0.1786,313.0,train,Log viscosity,cP,"[907.0, 830.0]","[0.7, 0.3]"
0.1748,313.0,train,Log viscosity,cP,"[907.0, 830.0]","[0.8, 0.2]"
0.1709,313.0,train,Log viscosity,cP,"[907.0, 830.0]","[0.9, 0.1]"
-0.026,308.15,train,Log viscosity,cP,"[907.0, 893.0]","[0.1, 0.9]"
-0.0053,308.15,train,Log viscosity,cP,"[907.0, 893.0]","[0.2, 0.8]"
0.0192,308.15,train,Log viscosity,cP,"[907.0, 893.0]","[0.3, 0.7]"
0.045,308.15,train,Log viscosity,cP,"[907.0, 893.0]","[0.4, 0.6]"
0.0713,308.15,train,Log viscosity,cP,"[907.0, 893.0]","[0.5, 0.5]"
0.098,308.15,train,Log viscosity,cP,"[907.0, 893.0]","[0.6, 0.4]"
0.1254,308.15,train,Log viscosity,cP,"[907.0, 893.0]","[0.7, 0.3]"
0.1537,308.15,train,Log viscosity,cP,"[907.0, 893.0]","[0.8, 0.2]"
0.1853,308.15,train,Log viscosity,cP,"[907.0, 893.0]","[0.9, 0.1]"
-0.2162,308.15,train,Log viscosity,cP,"[907.0, 923.0]","[0.09, 0.91]"
-0.1705,308.15,train,Log viscosity,cP,"[907.0, 923.0]","[0.19, 0.81]"
-0.1265,308.15,train,Log viscosity,cP,"[907.0, 923.0]","[0.29, 0.71]"
-0.0805,308.15,train,Log viscosity,cP,"[907.0, 923.0]","[0.39, 0.61]"
-0.0349,308.15,train,Log viscosity,cP,"[907.0, 923.0]","[0.49, 0.51]"
0.0143,308.15,train,Log viscosity,cP,"[907.0, 923.0]","[0.59, 0.41]"
0.062,308.15,train,Log viscosity,cP,"[907.0, 923.0]","[0.69, 0.31]"
0.1055,308.15,train,Log viscosity,cP,"[907.0, 923.0]","[0.79, 0.21]"
0.1486,308.15,train,Log viscosity,cP,"[907.0, 923.0]","[0.89, 0.11]"
-0.0449,308.15,train,Log viscosity,cP,"[907.0, 966.0]","[0.1, 0.9]"
-0.0147,308.15,train,Log viscosity,cP,"[907.0, 966.0]","[0.2, 0.8]"
0.0152,308.15,train,Log viscosity,cP,"[907.0, 966.0]","[0.3, 0.7]"
0.0434,308.15,train,Log viscosity,cP,"[907.0, 966.0]","[0.4, 0.6]"
0.073,308.15,train,Log viscosity,cP,"[907.0, 966.0]","[0.5, 0.5]"
0.1021,308.15,train,Log viscosity,cP,"[907.0, 966.0]","[0.6, 0.4]"
0.1295,308.15,train,Log viscosity,cP,"[907.0, 966.0]","[0.7, 0.3]"
0.1552,308.15,train,Log viscosity,cP,"[907.0, 966.0]","[0.8, 0.2]"
0.1796,308.15,train,Log viscosity,cP,"[907.0, 966.0]","[0.9, 0.1]"
-0.1852,308.15,train,Log viscosity,cP,"[907.0, 977.0]","[0.19, 0.81]"
-0.1322,308.15,train,Log viscosity,cP,"[907.0, 977.0]","[0.29, 0.71]"
-0.091,308.15,train,Log viscosity,cP,"[907.0, 977.0]","[0.39, 0.61]"
-0.0438,308.15,train,Log viscosity,cP,"[907.0, 977.0]","[0.49, 0.51]"
-0.0043,308.15,train,Log viscosity,cP,"[907.0, 977.0]","[0.59, 0.41]"
0.0459,308.15,train,Log viscosity,cP,"[907.0, 977.0]","[0.69, 0.31]"
0.0926,308.15,train,Log viscosity,cP,"[907.0, 977.0]","[0.79, 0.21]"
0.1424,308.15,train,Log viscosity,cP,"[907.0, 977.0]","[0.89, 0.11]"
-0.1359,308.15,train,Log viscosity,cP,[978.0],"[0.0, 1.0]"
-0.1679,308.15,train,Log viscosity,cP,"[907.0, 978.0]","[0.1, 0.9]"
-0.1681,308.15,train,Log viscosity,cP,"[907.0, 978.0]","[0.2, 0.8]"
-0.1432,308.15,train,Log viscosity,cP,"[907.0, 978.0]","[0.3, 0.7]"
-0.1018,308.15,train,Log viscosity,cP,"[907.0, 978.0]","[0.4, 0.6]"
-0.0528,308.15,train,Log viscosity,cP,"[907.0, 978.0]","[0.5, 0.5]"
0.0016,308.15,train,Log viscosity,cP,"[907.0, 978.0]","[0.6, 0.4]"
0.0562,308.15,train,Log viscosity,cP,"[907.0, 978.0]","[0.7, 0.3]"
0.109,308.15,train,Log viscosity,cP,"[907.0, 978.0]","[0.8, 0.2]"
0.161,308.15,train,Log viscosity,cP,"[907.0, 978.0]","[0.9, 0.1]"
-0.237,308.15,train,Log viscosity,cP,"[907.0, 979.0]","[0.09, 0.91]"
-0.1859,308.15,train,Log viscosity,cP,"[907.0, 979.0]","[0.19, 0.81]"
-0.1358,308.15,train,Log viscosity,cP,"[907.0, 979.0]","[0.29, 0.71]"
-0.0913,308.15,train,Log viscosity,cP,"[907.0, 979.0]","[0.39, 0.61]"
-0.0472,308.15,train,Log viscosity,cP,"[907.0, 979.0]","[0.49, 0.51]"
0.0001,308.15,train,Log viscosity,cP,"[907.0, 979.0]","[0.59, 0.41]"
0.0479,308.15,train,Log viscosity,cP,"[907.0, 979.0]","[0.69, 0.31]"
0.0984,308.15,train,Log viscosity,cP,"[907.0, 979.0]","[0.79, 0.21]"
-0.1551,308.15,train,Log viscosity,cP,[981.0],"[0.0, 1.0]"
-0.1372,308.15,train,Log viscosity,cP,"[907.0, 981.0]","[0.1, 0.9]"
-0.1121,308.15,train,Log viscosity,cP,"[907.0, 981.0]","[0.2, 0.8]"
-0.0838,308.15,train,Log viscosity,cP,"[907.0, 981.0]","[0.3, 0.7]"
-0.0515,308.15,train,Log viscosity,cP,"[907.0, 981.0]","[0.4, 0.6]"
-0.0134,308.15,train,Log viscosity,cP,"[907.0, 981.0]","[0.5, 0.5]"
0.0269,308.15,train,Log viscosity,cP,"[907.0, 981.0]","[0.6, 0.4]"
0.0715,308.15,train,Log viscosity,cP,"[907.0, 981.0]","[0.7, 0.3]"
0.1172,308.15,train,Log viscosity,cP,"[907.0, 981.0]","[0.8, 0.2]"
0.1638,308.15,train,Log viscosity,cP,"[907.0, 981.0]","[0.9, 0.1]"
-0.2899,304.81666666666666,train,Log viscosity,cP,[984.0],"[0.0, 1.0]"
-0.2206,304.81666666666666,train,Log viscosity,cP,"[907.0, 984.0]","[0.1, 0.9]"
-0.1595,304.81666666666666,train,Log viscosity,cP,"[907.0, 984.0]","[0.2, 0.8]"
-0.1032,304.81666666666666,train,Log viscosity,cP,"[907.0, 984.0]","[0.3, 0.7]"
-0.0511,304.81666666666666,train,Log viscosity,cP,"[907.0, 984.0]","[0.4, 0.6]"
-0.0021,304.81666666666666,train,Log viscosity,cP,"[907.0, 984.0]","[0.5, 0.5]"
0.0459,304.81666666666666,train,Log viscosity,cP,"[907.0, 984.0]","[0.6, 0.4]"
0.0937,304.81666666666666,train,Log viscosity,cP,"[907.0, 984.0]","[0.7, 0.3]"
0.1414,304.81666666666666,train,Log viscosity,cP,"[907.0, 984.0]","[0.8, 0.2]"
0.1913,304.81666666666666,train,Log viscosity,cP,"[907.0, 984.0]","[0.9, 0.1]"
0.2405,304.81666666666666,train,Log viscosity,cP,[907.0],"[1.0, 0.0]"
-0.158,298.15,train,Log viscosity,cP,"[907.0, 1063.0]","[0.1, 0.9]"
-0.098,298.15,train,Log viscosity,cP,"[907.0, 1063.0]","[0.2, 0.8]"
-0.038,298.15,train,Log viscosity,cP,"[907.0, 1063.0]","[0.3, 0.7]"
0.0179,298.15,train,Log viscosity,cP,"[907.0, 1063.0]","[0.4, 0.6]"
0.0683,298.15,train,Log viscosity,cP,"[907.0, 1063.0]","[0.5, 0.5]"
0.1175,298.15,train,Log viscosity,cP,"[907.0, 1063.0]","[0.6, 0.4]"
0.1647,298.15,train,Log viscosity,cP,"[907.0, 1063.0]","[0.7, 0.3]"
0.211,298.15,train,Log viscosity,cP,"[907.0, 1063.0]","[0.8, 0.2]"
0.2558,298.15,train,Log viscosity,cP,"[907.0, 1063.0]","[0.9, 0.1]"
0.2991,298.15,train,Log viscosity,cP,[907.0],"[1.0, 0.0]"
-0.0002,308.15,train,Log viscosity,cP,"[908.0, 893.0]","[0.1, 0.9]"
0.0406,308.15,train,Log viscosity,cP,"[908.0, 893.0]","[0.2, 0.8]"
0.0803,308.15,train,Log viscosity,cP,"[908.0, 893.0]","[0.3, 0.7]"
0.1202,308.15,train,Log viscosity,cP,"[908.0, 893.0]","[0.4, 0.6]"
0.1593,308.15,train,Log viscosity,cP,"[908.0, 893.0]","[0.5, 0.5]"
0.1963,308.15,train,Log viscosity,cP,"[908.0, 893.0]","[0.6, 0.4]"
0.2325,308.15,train,Log viscosity,cP,"[908.0, 893.0]","[0.7, 0.3]"
0.2698,308.15,train,Log viscosity,cP,"[908.0, 893.0]","[0.8, 0.2]"
0.3113,308.15,train,Log viscosity,cP,"[908.0, 893.0]","[0.9, 0.1]"
0.3567,308.15,train,Log viscosity,cP,[908.0],"[1.0, 0.0]"
0.3079,303.15,test,Log viscosity,cP,"[908.0, 970.0]","[0.1, 0.9]"
0.3501,303.15,test,Log viscosity,cP,"[908.0, 970.0]","[0.2, 0.8]"
0.3958,303.15,test,Log viscosity,cP,"[908.0, 970.0]","[0.3, 0.7]"
0.4085,303.15,test,Log viscosity,cP,"[908.0, 970.0]","[0.4, 0.6]"
0.4291,303.15,test,Log viscosity,cP,"[908.0, 970.0]","[0.5, 0.5]"
0.4464,303.15,test,Log viscosity,cP,"[908.0, 970.0]","[0.6, 0.4]"
0.4594,303.15,test,Log viscosity,cP,"[908.0, 970.0]","[0.7, 0.3]"
0.4719,303.15,test,Log viscosity,cP,"[908.0, 970.0]","[0.8, 0.2]"
0.4834,303.15,test,Log viscosity,cP,"[908.0, 970.0]","[0.9, 0.1]"
0.4937,303.15,train,Log viscosity,cP,[908.0],"[1.0, 0.0]"
0.363,298.15,train,Log viscosity,cP,"[909.0, 847.0]","[0.1, 0.9]"
0.277,298.15,train,Log viscosity,cP,"[909.0, 847.0]","[0.2, 0.8]"
0.1944,298.15,train,Log viscosity,cP,"[909.0, 847.0]","[0.3, 0.7]"
0.1151,298.15,train,Log viscosity,cP,"[909.0, 847.0]","[0.4, 0.6]"
0.0389,298.15,train,Log viscosity,cP,"[909.0, 847.0]","[0.5, 0.5]"
-0.0346,298.15,train,Log viscosity,cP,"[909.0, 847.0]","[0.6, 0.4]"
-0.1054,298.15,train,Log viscosity,cP,"[909.0, 847.0]","[0.7, 0.3]"
-0.1725,298.15,train,Log viscosity,cP,"[909.0, 847.0]","[0.8, 0.2]"
-0.2364,298.15,train,Log viscosity,cP,"[909.0, 847.0]","[0.9, 0.1]"
-0.2974,298.15,train,Log viscosity,cP,[909.0],"[1.0, 0.0]"
0.2713,298.15,train,Log viscosity,cP,[913.0],"[0.0, 1.0]"
0.1937,298.15,train,Log viscosity,cP,"[909.0, 913.0]","[0.1, 0.9]"
0.1196,298.15,train,Log viscosity,cP,"[909.0, 913.0]","[0.2, 0.8]"
0.0492,298.15,train,Log viscosity,cP,"[909.0, 913.0]","[0.3, 0.7]"
-0.0173,298.15,train,Log viscosity,cP,"[909.0, 913.0]","[0.4, 0.6]"
-0.0791,298.15,train,Log viscosity,cP,"[909.0, 913.0]","[0.5, 0.5]"
-0.1358,298.15,train,Log viscosity,cP,"[909.0, 913.0]","[0.6, 0.4]"
-0.1865,298.15,train,Log viscosity,cP,"[909.0, 913.0]","[0.7, 0.3]"
-0.2312,298.15,train,Log viscosity,cP,"[909.0, 913.0]","[0.8, 0.2]"
-0.2689,298.15,train,Log viscosity,cP,"[909.0, 913.0]","[0.9, 0.1]"
0.599,298.15,train,Log viscosity,cP,[914.0],"[0.0, 1.0]"
0.4988,298.15,train,Log viscosity,cP,"[909.0, 914.0]","[0.1, 0.9]"
0.38,298.15,train,Log viscosity,cP,"[909.0, 914.0]","[0.2, 0.8]"
0.2623,298.15,train,Log viscosity,cP,"[909.0, 914.0]","[0.3, 0.7]"
0.1504,298.15,train,Log viscosity,cP,"[909.0, 914.0]","[0.4, 0.6]"
0.0431,298.15,train,Log viscosity,cP,"[909.0, 914.0]","[0.5, 0.5]"
-0.059,298.15,train,Log viscosity,cP,"[909.0, 914.0]","[0.6, 0.4]"
-0.151,298.15,train,Log viscosity,cP,"[909.0, 914.0]","[0.7, 0.3]"
-0.2238,298.15,train,Log viscosity,cP,"[909.0, 914.0]","[0.8, 0.2]"
-0.2704,298.15,train,Log viscosity,cP,"[909.0, 914.0]","[0.9, 0.1]"
0.8545,298.15,test,Log viscosity,cP,[916.0],"[0.0, 1.0]"
0.7116,298.15,train,Log viscosity,cP,"[909.0, 916.0]","[0.1, 0.9]"
0.5659,298.15,train,Log viscosity,cP,"[909.0, 916.0]","[0.2, 0.8]"
0.419,298.15,train,Log viscosity,cP,"[909.0, 916.0]","[0.3, 0.7]"
0.2727,298.15,train,Log viscosity,cP,"[909.0, 916.0]","[0.4, 0.6]"
0.1313,298.15,train,Log viscosity,cP,"[909.0, 916.0]","[0.5, 0.5]"
-0.0004,298.15,train,Log viscosity,cP,"[909.0, 916.0]","[0.6, 0.4]"
-0.1156,298.15,train,Log viscosity,cP,"[909.0, 916.0]","[0.7, 0.3]"
-0.2062,298.15,train,Log viscosity,cP,"[909.0, 916.0]","[0.8, 0.2]"
-0.2656,298.15,train,Log viscosity,cP,"[909.0, 916.0]","[0.9, 0.1]"
0.1895,298.15,train,Log viscosity,cP,[956.0],"[0.0, 1.0]"
0.1345,298.15,train,Log viscosity,cP,"[909.0, 956.0]","[0.1, 0.9]"
0.0736,298.15,train,Log viscosity,cP,"[909.0, 956.0]","[0.2, 0.8]"
0.0124,298.15,train,Log viscosity,cP,"[909.0, 956.0]","[0.3, 0.7]"
-0.0461,298.15,train,Log viscosity,cP,"[909.0, 956.0]","[0.4, 0.6]"
-0.1005,298.15,train,Log viscosity,cP,"[909.0, 956.0]","[0.5, 0.5]"
-0.1494,298.15,train,Log viscosity,cP,"[909.0, 956.0]","[0.6, 0.4]"
-0.1937,298.15,train,Log viscosity,cP,"[909.0, 956.0]","[0.7, 0.3]"
-0.2329,298.15,train,Log viscosity,cP,"[909.0, 956.0]","[0.8, 0.2]"
-0.2672,298.15,train,Log viscosity,cP,"[909.0, 956.0]","[0.9, 0.1]"
0.5478,298.15,train,Log viscosity,cP,[958.0],"[0.0, 1.0]"
0.4586,298.15,train,Log viscosity,cP,"[909.0, 958.0]","[0.1, 0.9]"
0.363,298.15,train,Log viscosity,cP,"[909.0, 958.0]","[0.2, 0.8]"
0.2674,298.15,train,Log viscosity,cP,"[909.0, 958.0]","[0.3, 0.7]"
0.1744,298.15,train,Log viscosity,cP,"[909.0, 958.0]","[0.4, 0.6]"
0.085,298.15,train,Log viscosity,cP,"[909.0, 958.0]","[0.5, 0.5]"
-0.0004,298.15,train,Log viscosity,cP,"[909.0, 958.0]","[0.6, 0.4]"
-0.0813,298.15,train,Log viscosity,cP,"[909.0, 958.0]","[0.7, 0.3]"
-0.1578,298.15,train,Log viscosity,cP,"[909.0, 958.0]","[0.8, 0.2]"
-0.2287,298.15,train,Log viscosity,cP,"[909.0, 958.0]","[0.9, 0.1]"
0.7958,298.15,train,Log viscosity,cP,[959.0],"[0.0, 1.0]"
0.6808,298.15,train,Log viscosity,cP,"[909.0, 959.0]","[0.1, 0.9]"
0.5639,298.15,train,Log viscosity,cP,"[909.0, 959.0]","[0.2, 0.8]"
0.4477,298.15,train,Log viscosity,cP,"[909.0, 959.0]","[0.3, 0.7]"
0.3339,298.15,train,Log viscosity,cP,"[909.0, 959.0]","[0.4, 0.6]"
0.2225,298.15,train,Log viscosity,cP,"[909.0, 959.0]","[0.5, 0.5]"
0.114,298.15,train,Log viscosity,cP,"[909.0, 959.0]","[0.6, 0.4]"
0.0081,298.15,train,Log viscosity,cP,"[909.0, 959.0]","[0.7, 0.3]"
-0.0952,298.15,train,Log viscosity,cP,"[909.0, 959.0]","[0.8, 0.2]"
-0.1967,298.15,train,Log viscosity,cP,"[909.0, 959.0]","[0.9, 0.1]"
-0.0188,303.15,train,Log viscosity,cP,"[910.0, 12.0]","[0.05, 0.95]"
-0.0582,303.15,train,Log viscosity,cP,"[910.0, 12.0]","[0.15, 0.85]"
-0.0973,303.15,train,Log viscosity,cP,"[910.0, 12.0]","[0.25, 0.75]"
-0.1367,303.15,train,Log viscosity,cP,"[910.0, 12.0]","[0.35, 0.65]"
-0.1756,303.15,train,Log viscosity,cP,"[910.0, 12.0]","[0.45, 0.55]"
-0.2149,303.15,train,Log viscosity,cP,"[910.0, 12.0]","[0.55, 0.45]"
-0.2537,303.15,train,Log viscosity,cP,"[910.0, 12.0]","[0.65, 0.35]"
-0.2928,303.15,train,Log viscosity,cP,"[910.0, 12.0]","[0.75, 0.25]"
-0.3319,303.15,train,Log viscosity,cP,"[910.0, 12.0]","[0.85, 0.15]"
-0.3844,308.15,train,Log viscosity,cP,"[910.0, 207.0]","[0.1, 0.9]"
-0.3914,308.15,train,Log viscosity,cP,"[910.0, 207.0]","[0.2, 0.8]"
-0.3974,308.15,train,Log viscosity,cP,"[910.0, 207.0]","[0.3, 0.7]"
-0.4021,308.15,train,Log viscosity,cP,"[910.0, 207.0]","[0.4, 0.6]"
-0.4054,308.15,train,Log viscosity,cP,"[910.0, 207.0]","[0.5, 0.5]"
-0.4088,308.15,train,Log viscosity,cP,"[910.0, 207.0]","[0.6, 0.4]"
-0.4104,308.15,train,Log viscosity,cP,"[910.0, 207.0]","[0.7, 0.3]"
-0.3901,308.15,train,Log viscosity,cP,"[910.0, 207.0]","[0.8, 0.2]"
-0.3905,303.15,train,Log viscosity,cP,"[910.0, 207.0]","[0.9, 0.1]"
-0.0862,313.15,train,Log viscosity,cP,"[910.0, 212.0]","[0.1, 0.9]"
-0.1399,313.15,train,Log viscosity,cP,"[910.0, 212.0]","[0.2, 0.8]"
-0.1882,313.15,train,Log viscosity,cP,"[910.0, 212.0]","[0.3, 0.7]"
-0.2322,313.15,train,Log viscosity,cP,"[910.0, 212.0]","[0.4, 0.6]"
-0.2719,313.15,train,Log viscosity,cP,"[910.0, 212.0]","[0.5, 0.5]"
-0.3091,313.15,train,Log viscosity,cP,"[910.0, 212.0]","[0.6, 0.4]"
-0.3429,313.15,train,Log viscosity,cP,"[910.0, 212.0]","[0.7, 0.3]"
-0.5311,301.9,train,Log viscosity,cP,[425.0],"[0.0, 1.0]"
-0.514,301.9,test,Log viscosity,cP,"[910.0, 425.0]","[0.1, 0.9]"
-0.4959,301.9,test,Log viscosity,cP,"[910.0, 425.0]","[0.2, 0.8]"
-0.4831,301.9,test,Log viscosity,cP,"[910.0, 425.0]","[0.3, 0.7]"
-0.4651,301.9,test,Log viscosity,cP,"[910.0, 425.0]","[0.4, 0.6]"
