value,error,Train_Test_Label,cmp_ids,cmp_mole_fractions,property,unit
84.5,8.602,train,"[255, 114, 8, 87, 333, 334, 335, 276, 9, 305, 86, 111, 57, 82, 107, 10, 127, 28, 195, 130, 29, 104, 336, 341, 342, 345, 0, 15, 17, 79, 19, 43, 96, 69, 109, 47, 16, 54, 312, 246, 328, 348, 350, 351, 352, 353, 354, 81, 60, 110, 117, 233, 277, 84, 99, 326, 268, 360, 361, 381, 232, 1, 66, 152, 137, 281, 374, 129, 310, 376, 377, 102, 106, 275, 304, 125, 302, 298, 379, 12, 13, 243, 173, 201, 382, 172, 383, 270, 331, 138, 188, 200, 384, 385, 386, 387, 388, 307, 389, 390, 234, 157, 391, 392, 393, 394, 181, 395, 396, 53, 23, 397, 155, 398, 399, 400, 401, 402, 403, 404, 309]","[0.058609999999999995, 0.017174000000000002, 0.016538999999999998, 0.003608, 0.001247, 0.002735, 0.0022170000000000002, 0.076283, 0.002946, 0.009835, 0.043125, 0.028203999999999996, 0.005738999999999999, 0.022614000000000002, 0.02266, 0.002706, 0.003106, 0.004739, 0.004053, 0.011980999999999999, 0.004517, 0.011655, 0.001579, 0.004372, 0.00631, 0.0014449999999999999, 0.007821, 0.04399600000000001, 0.001542, 0.038039, 0.016504, 0.018948, 0.018241, 0.007565, 0.009778, 0.0028499999999999997, 0.029942000000000003, 0.006192, 0.005198, 0.005829999999999999, 0.0067659999999999994, 0.006812, 0.0037199999999999998, 0.005496999999999999, 0.004225, 0.005795, 0.001594, 0.001943, 0.020125999999999998, 0.004411, 0.013151999999999999, 0.002262, 0.015081, 0.001606, 0.002014, 0.003977, 0.0017410000000000001, 0.006902, 0.005658, 0.006802, 0.003006, 0.011480999999999998, 0.007904, 0.00261, 0.005778999999999999, 0.006691, 0.004442, 0.004136, 0.0011250000000000001, 0.004901, 0.002742, 0.002201, 0.004275, 0.003064, 0.008888, 0.0012859999999999998, 0.0031330000000000004, 0.00633, 0.0034029999999999998, 0.001111, 0.0034920000000000003, 0.0014119999999999998, 0.011766, 0.002979, 0.002383, 0.0053890000000000006, 0.001135, 0.002486, 0.003205, 0.001323, 0.001214, 0.002504, 0.001265, 0.0032719999999999997, 0.0017399999999999998, 0.0016769999999999999, 0.005985000000000001, 0.002074, 0.002331, 0.001766, 0.001232, 0.0012950000000000001, 0.00387, 0.001189, 0.001206, 0.006579000000000001, 0.001136, 0.001222, 0.001221, 0.004525, 0.002784, 0.001552, 0.002284, 0.002071, 0.001923, 0.001838, 0.002083, 0.001117, 0.00146, 0.001707, 0.1]",Motor octane number,
69.9785,9.9574,train,"[344, 1]","[0.687617, 0.31238299999999997]",Motor octane number,
65.748,7.8496,train,"[19, 1, 108]","[0.399305, 0.50337, 0.097325]",Motor octane number,
70.3,8.7842,train,"[15, 1]","[0.62, 0.38]",Motor octane number,
88.0,10.8381,train,"[10, 15, 81, 1]","[0.62, 0.15, 0.1, 0.13]",Motor octane number,
76.0,12.2529,train,"[10, 2, 1]","[0.28, 0.3, 0.42]",Motor octane number,
81.7,9.7629,train,"[255, 87, 57, 82, 107, 10, 256, 104, 0, 17, 79, 19, 43, 40, 96, 69, 109, 47, 16, 54, 2, 1, 66, 152, 294, 366, 173, 23]","[0.068707, 0.076667, 0.001877, 0.093037, 0.118717, 0.001126, 0.014643, 0.0012770000000000001, 0.006157, 0.014492, 0.044604, 0.018697, 0.027031999999999997, 0.006232, 0.022151999999999998, 0.010212, 0.013290999999999999, 0.008786, 0.044829, 0.008485, 0.25, 0.100245, 0.031237, 0.011864, 0.001802, 0.001201, 0.001577, 0.001051]",Motor octane number,
87.1,6.4531,train,"[255, 114, 8, 276, 305, 86, 111, 57, 82, 107, 10, 245, 127, 28, 121, 256, 195, 40, 96, 69, 109, 47, 16, 54, 2, 66, 262, 285, 405, 406, 407, 306, 409]","[0.025116999999999997, 0.102355, 0.09074299999999999, 0.061014, 0.016864, 0.005115, 0.0029370000000000004, 0.040746000000000004, 0.002397, 0.002013, 0.245693, 0.005627, 0.018355, 0.024751, 0.070256, 0.049840999999999996, 0.019408, 0.001537, 0.005536, 0.002562, 0.003413, 0.004044, 0.011465000000000001, 0.002095, 0.1, 0.063548, 0.001565, 0.001784, 0.0019950000000000002, 0.0023150000000000002, 0.012608999999999999, 0.001208, 0.001089]",Motor octane number,
66.9,9.4458,train,"[15, 1]","[0.58, 0.42]",Motor octane number,
80.8,8.7745,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 74, 48]","[0.032838, 0.114965, 0.110541, 0.164378, 0.034303, 0.090882, 0.05929, 0.057514, 0.016762, 0.013958, 0.07633200000000001, 0.0167, 0.006854, 0.004144, 0.008381, 0.007259, 0.032153, 0.003489, 0.010905, 0.005888, 0.008256, 0.007914, 0.003209, 0.013085, 0.1]",Motor octane number,
92.6,5.8374,train,"[255, 276, 305, 86, 111, 57, 300, 82, 107, 10, 245, 127, 28, 121, 256, 195, 117, 2, 1, 66, 152, 137, 281, 374, 173, 262, 285, 405, 406, 142, 407]","[0.034937, 0.090259, 0.012934000000000001, 0.014612, 0.0055520000000000005, 0.023596, 0.0029210000000000004, 0.037888000000000005, 0.050068, 0.214387, 0.0030659999999999997, 0.011585000000000002, 0.015947, 0.050815, 0.034639, 0.013529, 0.00151, 0.25, 0.050213, 0.056741, 0.004797, 0.002052, 0.002196, 0.0026390000000000003, 0.0023639999999999998, 0.0009379999999999999, 0.001022, 0.000999, 0.001167, 0.000969, 0.005659]",Motor octane number,
85.9,10.3825,train,"[81, 2]","[0.9, 0.1]",Motor octane number,
63.6149,9.2373,train,"[19, 1]","[0.442358, 0.557642]",Motor octane number,
74.0373,9.2824,train,"[15, 1, 108]","[0.434133, 0.36654400000000004, 0.19932300000000003]",Motor octane number,
0.0,6.3204,train,"[10, 1]","[0.1, 0.9]",Motor octane number,
93.5,10.7529,train,"[16, 2]","[0.6, 0.4]",Motor octane number,
82.0,7.7014,train,"[10, 15, 1]","[0.72, 0.1, 0.18]",Motor octane number,
85.3,10.8765,test,"[255, 276, 9, 305, 86, 111, 57, 82, 107, 10, 245, 127, 28, 121, 0, 15, 81, 117, 84, 2, 1, 66, 152, 283, 137, 281, 374, 129, 173, 385, 142, 408]","[0.004895, 0.025339999999999998, 0.002211, 0.014106, 0.043769999999999996, 0.015979, 0.017001, 0.077863, 0.103196, 0.09794800000000001, 0.002263, 0.007956, 0.010241, 0.025903999999999996, 0.004376, 0.022987, 0.001399, 0.0031509999999999997, 0.045267, 0.25, 0.105016, 0.047402, 0.009932999999999999, 0.007271, 0.0043690000000000005, 0.004557, 0.005548999999999999, 0.0008719999999999999, 0.030213, 0.001421, 0.0020080000000000002, 0.005534]",Motor octane number,
78.1462,7.109,test,"[344, 55, 260]","[0.409517, 0.175231, 0.41525199999999995]",Motor octane number,
72.6,7.2249,train,"[10, 81, 1]","[0.65, 0.1, 0.25]",Motor octane number,
80.0337,7.9922,train,"[344, 2, 1]","[0.625019, 0.091036, 0.283945]",Motor octane number,
83.8,17.6016,test,"[2, 1]","[0.6, 0.4]",Motor octane number,
87.011,8.431,train,"[344, 1, 55]","[0.505497, 0.22964600000000002, 0.264857]",Motor octane number,
90.5,6.4623,train,"[255, 114, 8, 276, 305, 86, 111, 57, 82, 107, 10, 245, 127, 28, 121, 256, 195, 40, 96, 69, 109, 47, 16, 54, 2, 66, 262, 285, 405, 406, 407, 306, 409]","[0.020931, 0.085296, 0.07561899999999999, 0.050845, 0.014053, 0.004262, 0.002448, 0.033955, 0.001998, 0.001678, 0.20474399999999998, 0.00469, 0.015296, 0.020626000000000002, 0.058545999999999994, 0.041534, 0.016173, 0.001281, 0.004613, 0.0021349999999999997, 0.0028439999999999997, 0.00337, 0.009554, 0.0017460000000000002, 0.25, 0.052957000000000004, 0.0013039999999999998, 0.001487, 0.0016619999999999998, 0.001929, 0.010508, 0.001007, 0.000907]",Motor octane number,
88.4025,8.8906,train,"[114, 8, 344, 108]","[0.230581, 0.11035500000000001, 0.19937000000000002, 0.459694]",Motor octane number,
87.2,8.4103,train,"[10, 245, 121, 195, 15, 84, 2, 99, 1, 309]","[0.43369199999999997, 0.001899, 0.006515999999999999, 0.0028810000000000003, 0.202321, 0.038981, 0.09, 0.002272, 0.121438, 0.1]",Motor octane number,
82.5,9.6117,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 74, 48]","[0.018244, 0.06387, 0.061412, 0.091321, 0.019057, 0.05049000000000001, 0.032938999999999996, 0.031952, 0.009312, 0.007754, 0.042407, 0.009278, 0.003808, 0.002302, 0.004656, 0.004033, 0.017863, 0.001939, 0.006058, 0.003271, 0.004587, 0.004396, 0.0017829999999999999, 0.0072699999999999996, 0.5]",Motor octane number,
75.6561,7.4799,train,"[344, 1, 108]","[0.624729, 0.283813, 0.091458]",Motor octane number,
70.9,8.013,train,"[10, 15, 1]","[0.33299999999999996, 0.33299999999999996, 0.33299999999999996]",Motor octane number,
95.5,11.061,train,"[16, 2]","[0.75, 0.25]",Motor octane number,
90.9,7.9371,train,"[10, 15, 2, 1]","[0.2082, 0.27, 0.4, 0.12179999999999999]",Motor octane number,
89.2394,9.2562,train,"[19, 2, 1]","[0.11353099999999999, 0.743349, 0.143119]",Motor octane number,
75.5394,10.3046,train,"[114, 8, 344, 55]","[0.356417, 0.170579, 0.308172, 0.164832]",Motor octane number,
68.5,6.0073,train,"[84, 2]","[0.9, 0.1]",Motor octane number,
84.4236,8.2339,train,"[344, 2, 1]","[0.561161, 0.18390399999999998, 0.254935]",Motor octane number,
89.5537,9.5087,train,"[19, 1, 108]","[0.113103, 0.14257899999999998, 0.7443179999999999]",Motor octane number,
86.9,11.0522,train,"[10, 15, 1]","[0.56, 0.3, 0.14]",Motor octane number,
88.0,8.7934,train,"[10, 15, 1]","[0.725, 0.15, 0.125]",Motor octane number,
85.7535,12.4891,train,"[19, 1, 55]","[0.232771, 0.293434, 0.473795]",Motor octane number,
88.89,9.8329,train,"[15, 1, 108]","[0.135983, 0.114812, 0.749205]",Motor octane number,
90.3112,11.4801,train,"[114, 8, 344, 55]","[0.238486, 0.114138, 0.206205, 0.441171]",Motor octane number,
85.567,8.9104,train,"[344, 2, 260]","[0.25979199999999997, 0.476778, 0.26343]",Motor octane number,
90.0,11.9341,train,"[10, 16, 1]","[0.61, 0.3, 0.09]",Motor octane number,
88.5,8.8667,train,"[10, 84, 1]","[0.77, 0.2, 0.03]",Motor octane number,
82.3444,10.0102,train,"[114, 8, 344, 55]","[0.318873, 0.152611, 0.27571100000000004, 0.252805]",Motor octane number,
75.3466,8.3933,train,"[19, 2, 1]","[0.356348, 0.194433, 0.44921799999999995]",Motor octane number,
75.0028,7.5257,test,"[110, 1, 55]","[0.7077, 0.201793, 0.090507]",Motor octane number,
76.7,8.2146,train,"[10, 2, 1]","[0.6, 0.1, 0.3]",Motor octane number,
86.8,11.3043,train,"[10, 15, 84, 1]","[0.65, 0.15, 0.1, 0.1]",Motor octane number,
88.7,12.1085,train,"[10, 15, 1]","[0.48, 0.4, 0.11900000000000001]",Motor octane number,
82.1204,7.9455,train,"[110, 2, 1]","[0.551249, 0.291569, 0.157183]",Motor octane number,
92.6,11.8089,train,"[10, 2]","[0.2, 0.8]",Motor octane number,
79.3475,9.3221,train,"[110, 2, 1]","[0.627479, 0.193602, 0.178919]",Motor octane number,
78.8,8.7837,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 309, 74]","[0.018244, 0.06387, 0.061412, 0.091321, 0.019057, 0.05049000000000001, 0.032938999999999996, 0.031952, 0.009312, 0.007754, 0.042407, 0.009278, 0.003808, 0.002302, 0.004656, 0.004033, 0.017863, 0.001939, 0.006058, 0.003271, 0.004587, 0.004396, 0.0017829999999999999, 0.5, 0.0072699999999999996]",Motor octane number,
87.8684,8.0993,train,"[15, 2, 1]","[0.27236699999999997, 0.49767000000000006, 0.22996300000000003]",Motor octane number,
88.5,8.6486,train,"[10, 15, 2, 1]","[0.18899999999999997, 0.040999999999999995, 0.6, 0.17]",Motor octane number,
93.2,9.5709,train,"[10, 15, 2, 1]","[0.5808, 0.12, 0.2, 0.0992]",Motor octane number,
66.0,6.6081,train,"[10, 15, 81, 1]","[0.07, 0.3, 0.2, 0.43]",Motor octane number,
84.68,9.0151,train,"[110, 1, 108]","[0.39594799999999997, 0.11289999999999999, 0.49115200000000003]",Motor octane number,
92.8008,10.7052,train,"[114, 8, 344, 55]","[0.126696, 0.060636, 0.109547, 0.70312]",Motor octane number,
58.1,10.4861,train,"[15, 1]","[0.5, 0.5]",Motor octane number,
86.4538,8.3776,train,"[15, 1, 108]","[0.271678, 0.22938099999999997, 0.498941]",Motor octane number,
77.1,8.7684,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 309, 74]","[0.014595, 0.051096, 0.049129, 0.073057, 0.015246, 0.040392000000000004, 0.026351, 0.025562, 0.00745, 0.006202999999999999, 0.033925000000000004, 0.007422, 0.0030459999999999997, 0.001842, 0.003725, 0.003226, 0.01429, 0.0015509999999999999, 0.004846, 0.002617, 0.003669, 0.003517, 0.001426, 0.6, 0.005816]",Motor octane number,
89.8,9.9714,train,"[10, 2, 1]","[0.12, 0.7, 0.18]",Motor octane number,
88.3,8.8499,test,"[255, 276, 9, 305, 86, 111, 57, 82, 107, 10, 245, 127, 28, 121, 0, 15, 81, 117, 84, 2, 1, 66, 152, 283, 137, 281, 374, 129, 173, 385, 142, 408]","[0.003916, 0.020272000000000002, 0.001769, 0.011285, 0.035016, 0.012783, 0.013601, 0.062291, 0.08255699999999999, 0.078358, 0.0018110000000000001, 0.006364, 0.008193, 0.020723, 0.003501, 0.018389, 0.001119, 0.002521, 0.036213, 0.4, 0.084013, 0.037922, 0.007947, 0.005817, 0.003495, 0.003645, 0.004439, 0.000698, 0.024169999999999997, 0.001137, 0.001606, 0.0044269999999999995]",Motor octane number,
85.5,9.1106,train,"[10, 15, 81, 1]","[0.43, 0.3, 0.1, 0.17]",Motor octane number,
80.7,10.081,train,"[15, 1]","[0.7340000000000001, 0.266]",Motor octane number,
90.2,9.7723,train,"[10, 84, 1]","[0.847, 0.102, 0.051]",Motor octane number,
70.4,7.3971,train,"[10, 1]","[0.7, 0.3]",Motor octane number,
91.0,9.9732,train,"[10, 1]","[0.91, 0.09]",Motor octane number,
93.6,9.1044,train,"[10, 15, 2, 1]","[0.43560000000000004, 0.09, 0.4, 0.07440000000000001]",Motor octane number,
90.9,12.3914,train,"[10, 15, 1]","[0.4, 0.5, 0.099]",Motor octane number,
74.2,8.1664,train,"[10, 15, 2, 1]","[0.575, 0.075, 0.05, 0.3]",Motor octane number,
83.0,6.8702,train,"[255, 114, 8, 276, 305, 86, 111, 57, 82, 107, 10, 245, 127, 28, 121, 256, 195, 40, 96, 69, 109, 47, 16, 54, 66, 262, 285, 405, 406, 407, 306, 409]","[0.027908, 0.113727, 0.100826, 0.067793, 0.018737999999999998, 0.0056830000000000006, 0.0032640000000000004, 0.045273, 0.002664, 0.0022370000000000003, 0.272993, 0.006253, 0.020395, 0.027502, 0.07806199999999999, 0.055379, 0.021564, 0.001708, 0.006151, 0.002847, 0.003792, 0.004494000000000001, 0.012739, 0.002328, 0.070609, 0.001739, 0.001983, 0.002216, 0.0025719999999999996, 0.01401, 0.001342, 0.00121]",Motor octane number,
66.1,6.7465,train,"[10, 15, 1]","[0.575, 0.075, 0.35]",Motor octane number,
68.7,7.2758,train,"[10, 2, 1]","[0.6, 0.05, 0.35]",Motor octane number,
82.5,9.5453,train,"[255, 114, 8, 87, 333, 334, 335, 276, 9, 305, 86, 111, 57, 82, 107, 10, 127, 28, 195, 130, 29, 104, 336, 341, 342, 345, 0, 15, 17, 79, 19, 43, 96, 69, 109, 47, 16, 54, 312, 246, 328, 348, 350, 351, 352, 353, 354, 81, 60, 110, 117, 233, 277, 84, 99, 326, 268, 360, 361, 381, 232, 1, 66, 152, 137, 281, 374, 129, 310, 376, 377, 102, 106, 275, 304, 125, 302, 298, 379, 12, 13, 243, 173, 201, 382, 172, 383, 270, 331, 138, 188, 200, 384, 385, 386, 387, 388, 307, 389, 390, 234, 157, 391, 392, 393, 394, 181, 395, 396, 53, 23, 397, 155, 398, 399, 400, 401, 402, 403, 404]","[0.065122, 0.019082, 0.018376999999999998, 0.0040089999999999995, 0.001386, 0.003039, 0.002463, 0.08475899999999999, 0.0032740000000000004, 0.010927, 0.047916999999999994, 0.031338, 0.006377000000000001, 0.025126, 0.025177, 0.003006, 0.003452, 0.005266, 0.004503, 0.013312, 0.005019, 0.01295, 0.001754, 0.004857, 0.007012000000000001, 0.001605, 0.00869, 0.048885, 0.001714, 0.042266000000000005, 0.018338, 0.021053000000000002, 0.020268, 0.008406, 0.010864, 0.003166, 0.033269, 0.00688, 0.005775, 0.006478, 0.007518, 0.007569, 0.004133, 0.006108, 0.004694, 0.006439, 0.001771, 0.002159, 0.022362000000000003, 0.004902, 0.014613000000000001, 0.002513, 0.016756, 0.001784, 0.002238, 0.004419, 0.001935, 0.0076690000000000005, 0.006287, 0.0075580000000000005, 0.0033410000000000002, 0.012757000000000001, 0.008783, 0.0029, 0.006421, 0.007434, 0.004935, 0.004596, 0.00125, 0.0054459999999999995, 0.0030470000000000002, 0.002445, 0.00475, 0.003405, 0.009876000000000001, 0.001429, 0.003481, 0.007033, 0.003781, 0.0012339999999999999, 0.00388, 0.001569, 0.013073, 0.0033090000000000003, 0.0026479999999999997, 0.005988, 0.001262, 0.002762, 0.0035610000000000004, 0.00147, 0.001349, 0.002782, 0.0014060000000000001, 0.0036349999999999998, 0.001933, 0.0018629999999999999, 0.0066500000000000005, 0.002305, 0.0025900000000000003, 0.001962, 0.001369, 0.001439, 0.0043, 0.001321, 0.00134, 0.00731, 0.001263, 0.001358, 0.001357, 0.005028, 0.0030930000000000003, 0.001725, 0.0025369999999999998, 0.002301, 0.0021360000000000003, 0.002042, 0.002314, 0.001241, 0.0016220000000000002, 0.001896]",Motor octane number,
80.6,8.5348,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 309, 74]","[0.032838, 0.114965, 0.110541, 0.164378, 0.034303, 0.090882, 0.05929, 0.057514, 0.016762, 0.013958, 0.07633200000000001, 0.0167, 0.006854, 0.004144, 0.008381, 0.007259, 0.032153, 0.003489, 0.010905, 0.005888, 0.008256, 0.007914, 0.003209, 0.1, 0.013085]",Motor octane number,
86.6,8.8113,train,"[81, 2]","[0.6, 0.4]",Motor octane number,
85.3,8.0918,train,"[10, 15, 81, 1]","[0.32, 0.3, 0.2, 0.18]",Motor octane number,
79.6,8.6132,train,"[10, 15, 1]","[0.36, 0.4, 0.24]",Motor octane number,
68.7344,8.256,train,"[114, 8, 344, 55]","[0.39234499999999994, 0.187774, 0.339238, 0.080644]",Motor octane number,
70.0,6.6822,train,"[10, 15, 1]","[0.48, 0.2, 0.32]",Motor octane number,
85.4979,8.6884,train,"[114, 8, 344, 2]","[0.313154, 0.149873, 0.270766, 0.26620699999999997]",Motor octane number,
70.9,8.0318,train,"[10, 15, 1]","[0.33399999999999996, 0.33299999999999996, 0.33299999999999996]",Motor octane number,
88.9,7.2168,train,"[255, 114, 8, 87, 333, 276, 9, 86, 111, 57, 82, 107, 10, 245, 127, 28, 121, 130, 29, 336, 0, 15, 17, 79, 19, 43, 96, 109, 47, 16, 54, 246, 348, 349, 350, 81, 60, 110, 117, 214, 84, 2, 326, 1, 362, 66, 152, 283, 363, 364, 365, 294, 301, 366, 367, 368, 369, 370, 371, 372, 373, 137, 281, 374, 129, 375, 310, 376, 377, 102, 378, 106, 275, 304, 125, 302, 298, 379, 12, 380, 13]","[0.016, 0.0030340000000000002, 0.002003, 0.002233, 0.001066, 0.002039, 0.014823999999999999, 0.008402, 0.00494, 0.006868, 0.0065980000000000006, 0.006855, 0.039129, 0.001026, 0.00241, 0.003392, 0.012635, 0.002052, 0.0006900000000000001, 0.002176, 0.001787, 0.015925, 0.00245, 0.006125, 0.0023699999999999997, 0.0075309999999999995, 0.00903, 0.011631, 0.008991, 0.039411999999999996, 0.007421, 0.0023480000000000003, 0.002742, 0.001367, 0.001729, 0.033477, 0.0035510000000000003, 0.001194, 0.002419, 0.0013089999999999998, 0.001433, 0.6010880000000001, 0.001119, 0.005338000000000001, 0.0008, 0.013307, 0.000787, 0.0027900000000000004, 0.025265, 0.0007779999999999999, 0.000774, 0.0013750000000000001, 0.0007520000000000001, 0.00107, 0.000862, 0.0016189999999999998, 0.0011849999999999999, 0.001592, 0.001716, 0.002326, 0.000513, 0.001437, 0.00126, 0.001057, 0.000721, 0.0008759999999999999, 0.00134, 0.003489, 0.001946, 0.00061, 0.001247, 0.001411, 0.002817, 0.005425999999999999, 0.002914, 0.000867, 0.0009239999999999999, 0.001512, 0.000624, 0.000624, 0.001229]",Motor octane number,
86.6,8.6221,train,"[10, 15, 2, 1]","[0.20199999999999999, 0.11900000000000001, 0.4, 0.27899999999999997]",Motor octane number,
60.0,5.7162,train,"[10, 1]","[0.6, 0.4]",Motor octane number,
65.0,7.2862,train,"[10, 15, 2, 1]","[0.303, 0.17800000000000002, 0.1, 0.419]",Motor octane number,
91.1802,10.5726,train,"[110, 1, 108]","[0.199741, 0.056954000000000005, 0.743305]",Motor octane number,
87.2,9.7041,train,"[81, 2]","[0.4, 0.6]",Motor octane number,
84.9,8.1299,train,"[10, 245, 121, 195, 15, 84, 99, 1, 309]","[0.42833799999999994, 0.001875, 0.006435, 0.002845, 0.19982399999999997, 0.0385, 0.002244, 0.119939, 0.2]",Motor octane number,
37.0,9.2521,train,"[10, 15, 1]","[0.16699999999999998, 0.16699999999999998, 0.667]",Motor octane number,
81.9,8.3756,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 2, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 309, 74]","[0.026271, 0.091972, 0.088433, 0.131503, 0.027442, 0.072705, 0.047432, 0.046010999999999996, 0.013408999999999999, 0.011166, 0.061066, 0.08, 0.01336, 0.005483, 0.0033150000000000002, 0.006705, 0.005807, 0.025722000000000002, 0.002792, 0.008723999999999999, 0.004711, 0.006605, 0.006331, 0.002567, 0.2, 0.010468]",Motor octane number,
84.5,7.6079,train,"[10, 245, 121, 195, 15, 84, 2, 99, 1, 309]","[0.337316, 0.001477, 0.0050680000000000005, 0.0022400000000000002, 0.157361, 0.030319, 0.07, 0.001767, 0.094452, 0.3]",Motor octane number,
85.6,8.1933,train,"[10, 245, 121, 195, 15, 84, 2, 99, 1, 309]","[0.385504, 0.001688, 0.005792, 0.002561, 0.17984100000000003, 0.03465, 0.08, 0.00202, 0.107945, 0.2]",Motor octane number,
88.0,5.8525,train,"[255, 276, 305, 86, 111, 57, 300, 82, 107, 10, 245, 127, 28, 121, 256, 195, 117, 2, 1, 66, 152, 137, 281, 374, 173, 262, 285, 405, 406, 142, 407]","[0.041924, 0.10831099999999999, 0.015521, 0.017535000000000002, 0.006662, 0.028315, 0.003505, 0.045466, 0.060080999999999996, 0.257264, 0.003679, 0.013900999999999998, 0.019136, 0.060978000000000004, 0.041567, 0.016235, 0.001812, 0.1, 0.060255, 0.06808900000000001, 0.005756, 0.002462, 0.002636, 0.0031669999999999997, 0.002837, 0.001126, 0.001226, 0.001199, 0.0014000000000000002, 0.001162, 0.006791]",Motor octane number,
94.5,9.787,train,"[10, 2, 1]","[0.546, 0.4, 0.054000000000000006]",Motor octane number,
88.5083,10.4699,train,"[110, 2, 1]","[0.200497, 0.742334, 0.057169]",Motor octane number,
63.7,6.6237,train,"[10, 15, 1]","[0.3, 0.3, 0.4]",Motor octane number,
69.4,7.6122,train,"[10, 15, 2, 1]","[0.525, 0.075, 0.05, 0.35]",Motor octane number,
79.3811,10.4099,train,"[15, 1, 108]","[0.38002699999999995, 0.320862, 0.299111]",Motor octane number,
93.4,10.3153,train,"[10, 2, 1]","[0.364, 0.6, 0.036000000000000004]",Motor octane number,
97.0233,11.2932,train,"[344, 1, 55]","[0.19523700000000002, 0.088696, 0.716067]",Motor octane number,
88.5,6.6134,train,"[255, 114, 8, 87, 333, 276, 9, 86, 111, 57, 82, 107, 10, 245, 127, 28, 121, 130, 29, 336, 0, 15, 17, 79, 19, 43, 96, 109, 47, 16, 54, 246, 348, 349, 350, 81, 60, 110, 117, 214, 84, 2, 326, 1, 362, 66, 152, 283, 363, 364, 365, 294, 301, 366, 367, 368, 369, 370, 371, 372, 373, 137, 281, 374, 129, 375, 310, 376, 377, 102, 378, 106, 275, 304, 125, 302, 298, 379, 12, 380, 13]","[0.024, 0.004551, 0.003005, 0.00335, 0.001599, 0.003058, 0.022235, 0.012603999999999999, 0.00741, 0.010302, 0.009897, 0.010282, 0.058693, 0.001539, 0.0036149999999999997, 0.0050880000000000005, 0.018952, 0.003078, 0.001035, 0.0032640000000000004, 0.00268, 0.023887000000000002, 0.003675, 0.009186999999999999, 0.003556, 0.011297, 0.013546, 0.017446, 0.013486, 0.059118000000000004, 0.011131, 0.003522, 0.004113, 0.0020499999999999997, 0.0025940000000000004, 0.050216000000000004, 0.005326999999999999, 0.001791, 0.003629, 0.001964, 0.002149, 0.40163200000000004, 0.001678, 0.008007, 0.001201, 0.01996, 0.001181, 0.0041860000000000005, 0.037897, 0.001167, 0.001161, 0.002063, 0.0011279999999999999, 0.001605, 0.0012939999999999998, 0.002428, 0.001778, 0.002388, 0.0025740000000000003, 0.003489, 0.0007689999999999999, 0.002156, 0.0018909999999999999, 0.001585, 0.001081, 0.001313, 0.00201, 0.005234, 0.0029189999999999997, 0.000915, 0.0018709999999999998, 0.0021160000000000003, 0.004226, 0.008139, 0.004371, 0.0013, 0.001386, 0.0022689999999999997, 0.000935, 0.000935, 0.0018440000000000002]",Motor octane number,
88.8136,8.4878,train,"[344, 2, 1]","[0.496006, 0.278659, 0.225335]",Motor octane number,
74.217,7.3341,train,"[110, 1, 108]","[0.702757, 0.200384, 0.096859]",Motor octane number,
69.4415,7.5603,train,"[19, 2, 1]","[0.399502, 0.09688000000000001, 0.503618]",Motor octane number,
90.2,9.8969,train,"[10, 2, 1]","[0.08, 0.8, 0.12]",Motor octane number,
90.5,11.7831,train,"[10, 15, 1]","[0.6509999999999999, 0.249, 0.1]",Motor octane number,
59.4,8.1678,train,"[10, 15, 2, 1]","[0.05, 0.36200000000000004, 0.1, 0.488]",Motor octane number,
82.9,6.7177,train,"[255, 276, 305, 86, 111, 57, 300, 82, 107, 10, 245, 127, 28, 121, 256, 195, 117, 1, 66, 152, 137, 281, 374, 173, 262, 285, 405, 406, 142, 407]","[0.046582, 0.120345, 0.017245999999999997, 0.019483, 0.007403, 0.031462, 0.003895, 0.050518, 0.066757, 0.285849, 0.004088, 0.015446, 0.021263, 0.067753, 0.046186, 0.018039, 0.002013, 0.06695000000000001, 0.075654, 0.006396, 0.002735, 0.0029289999999999997, 0.003518, 0.003152, 0.001251, 0.001363, 0.001332, 0.0015559999999999999, 0.0012909999999999998, 0.007545]",Motor octane number,
84.0,9.5843,train,"[10, 15, 1]","[0.667, 0.16699999999999998, 0.16699999999999998]",Motor octane number,
88.4,8.703,train,"[10, 15, 1]","[0.726, 0.15, 0.124]",Motor octane number,
100.8,13.334,train,"[10, 15]","[0.26, 0.74]",Motor octane number,
81.7627,8.2168,train,"[344, 1, 55]","[0.568202, 0.258133, 0.17366499999999999]",Motor octane number,
